"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","--","--","1h","--","--","01/02/2019 4:00",1548990302
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"1h","--","--","1h","--","--","1h","--","--","01/02/2019 4:00",1548990302
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","--","--",NA,NA,NA,"01/02/2019 5:00",1548993902
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"2h","--","--","2h","--","--","2h","--","--","01/02/2019 5:00",1548993902
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,"2h","--","--","2h","--","--","2h","--","--","01/02/2019 5:00",1548993902
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"2h","--","--","2h","--","--",NA,NA,NA,"01/02/2019 5:00",1548993902
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,"2h","--","--","2h","--","--","2h","--","--","01/02/2019 5:00",1548993902
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"2h","--","--","2h","--","--","2h","--","--","01/02/2019 5:00",1548993902
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","--","--","2h","--","--","01/02/2019 5:00",1548993902
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"2h","--","--","2h","--","--","2h","--","--","01/02/2019 5:00",1548993902
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","--","--",NA,NA,NA,"01/02/2019 6:00",1548997501
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"3h","--","--","3h","--","--","3h","--","--","01/02/2019 6:00",1548997501
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,"3h","--","--","3h","--","--","3h","--","--","01/02/2019 6:00",1548997501
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"3h","--","--","3h","--","--",NA,NA,NA,"01/02/2019 6:00",1548997501
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,"3h","--","--","3h","--","--","3h","--","--","01/02/2019 6:00",1548997501
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"3h","--","--","3h","--","--","3h","--","--","01/02/2019 6:00",1548997501
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","--","--","3h","--","--","01/02/2019 6:00",1548997501
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"3h","--","--","3h","--","--","3h","--","--","01/02/2019 6:00",1548997501
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","--","--",NA,NA,NA,"01/02/2019 7:00",1549001102
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"4h","--","--","4h","--","--","4h","--","--","01/02/2019 7:00",1549001102
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,"4h","--","--","4h","--","--","4h","--","--","01/02/2019 7:00",1549001102
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"4h","--","--","4h","--","--",NA,NA,NA,"01/02/2019 7:00",1549001102
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,"4h","--","--","4h","--","--","4h","--","--","01/02/2019 7:00",1549001102
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"4h","--","--","4h","--","--","4h","--","--","01/02/2019 7:00",1549001102
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","--","--","4h","--","--","01/02/2019 7:00",1549001102
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"5h","--","--","5h","--","--","5h","--","--","01/02/2019 7:00",1549001102
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","--","--",NA,NA,NA,"01/02/2019 8:00",1549004702
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"5h","--","--","5h","--","--","5h","--","--","01/02/2019 8:00",1549004702
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,"5h","--","--","5h","--","--","5h","--","--","01/02/2019 8:00",1549004702
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"5h","--","--","5h","--","--",NA,NA,NA,"01/02/2019 8:00",1549004702
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,"5h","--","--","5h","--","--","5h","--","--","01/02/2019 8:00",1549004702
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"5h","--","--","5h","--","--","5h","--","--","01/02/2019 8:00",1549004702
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","--","--","5h","--","--","01/02/2019 8:00",1549004702
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"5h","--","--","5h","--","--","5h","--","--","01/02/2019 8:00",1549004702
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 9:00",1549008301
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"7h","--","--","7h","--","--","7h","--","--","01/02/2019 9:00",1549008301
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,"6h","--","--","6h","--","--","6h","--","--","01/02/2019 9:00",1549008301
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"6h","--","--","6h","--","--",NA,NA,NA,"01/02/2019 9:00",1549008301
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,"6h","--","--","6h","--","--","6h","--","--","01/02/2019 9:00",1549008301
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"6h","--","--","6h","--","--","6h","--","--","01/02/2019 9:00",1549008301
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","--","--","6h","--","--","01/02/2019 9:00",1549008301
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"6h","--","--","6h","--","--","6h","--","--","01/02/2019 9:00",1549008301
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 10:00",1549011902
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"7h","--","--","7h","--","--","7h","--","--","01/02/2019 10:00",1549011902
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"7h","--","--","01/02/2019 10:00",1549011902
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"7h","--","--","7h","--","--",NA,NA,NA,"01/02/2019 10:00",1549011902
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,"7h","--","--","7h","--","--","7h","--","--","01/02/2019 10:00",1549011902
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"7h","--","--","7h","--","--","7h","--","--","01/02/2019 10:00",1549011902
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"7h","--","--","01/02/2019 10:00",1549011902
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"7h","--","--","7h","--","--","7h","--","--","01/02/2019 10:00",1549011902
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 11:00",1549015502
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,"8h","--","--","8h","--","--","8h","--","--","01/02/2019 11:00",1549015502
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"8h","--","--","01/02/2019 11:00",1549015502
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"8h","--","--","8h","--","--",NA,NA,NA,"01/02/2019 11:00",1549015502
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"8h","--","--","01/02/2019 11:00",1549015502
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,"8h","--","--","8h","--","--","8h","--","--","01/02/2019 11:00",1549015502
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"8h","--","--","01/02/2019 11:00",1549015502
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"8h","--","--","8h","--","--","8h","--","--","01/02/2019 11:00",1549015502
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 12:00",1549019102
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"9h","--","--","01/02/2019 12:00",1549019102
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"9h","--","--","01/02/2019 12:00",1549019102
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 12:00",1549019102
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 12:00",1549019102
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"9h","--","--","01/02/2019 12:00",1549019102
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"9h","--","--","01/02/2019 12:00",1549019102
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,"9h","--","--","9h","--","--","9h","--","--","01/02/2019 12:00",1549019102
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 13:00",1549022702
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 13:00",1549022702
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 13:00",1549022702
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 13:00",1549022702
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 13:00",1549022702
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 13:00",1549022702
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 13:00",1549022702
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"10h","--","--","01/02/2019 13:00",1549022702
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549026302
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"11h","--","--","01/02/2019 14:00",1549026302
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"11h","--","--","01/02/2019 14:00",1549026302
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549026302
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"11h","--","--","01/02/2019 14:00",1549026302
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"11h","--","--","01/02/2019 14:00",1549026302
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"11h","--","--","01/02/2019 14:00",1549026302
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"11h","--","--","01/02/2019 14:00",1549026302
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549029901
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549029901
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549029901
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549029901
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549029901
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549029901
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549029901
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549029901
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549033502
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549033502
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549033502
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549033502
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549033502
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549033502
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549033502
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549033502
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549037102
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549037102
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549037102
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549037102
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549037102
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549037102
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549037102
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549037102
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549040702
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549040702
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549040702
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549040702
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549040702
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549040702
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549040702
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549040702
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549044302
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549044302
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549044302
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549044302
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549044302
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549044302
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549044302
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549044302
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549047902
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549047902
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549047902
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549047902
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549047902
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549047902
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549047902
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549047902
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549051502
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549051502
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549051502
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549051502
"Barcelona - Vall Hebron","--","IN","01","08019054",2.148,41.4261,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549051502
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549051502
"Barcelona - Poblenou","--","I2","01","08019004",2.2045,41.4039,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549051502
"Barcelona - Observ Fabra","--","OF","01","08019058",2.1239,41.4183,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549051502
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549055102
"Barcelona - Eixample","--","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549055102
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"12h","--","--","01/02/2019 14:00",1549055102
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/02/2019 14:00",1549055102
