"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","77 µg/m³","0h","Bona","9 µg/m³","0h","Bona","12 µg/m³","01/12/2018 1:00",1543622701
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","Bona","16 µg/m³",NA,NA,NA,"01/12/2018 2:00",1543626301
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"1h","Bona","2 µg/m³","1h","Bona","60 µg/m³","1h","Bona","29 µg/m³","01/12/2018 2:00",1543626301
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"1h","Bona","11 µg/m³","1h","Bona","46 µg/m³","1h","Bona","21 µg/m³","01/12/2018 2:00",1543626301
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"1h","Bona","9 µg/m³","1h","Bona","43 µg/m³",NA,NA,NA,"01/12/2018 2:00",1543626301
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","18 µg/m³","1h","Bona","33 µg/m³","1h","Bona","19 µg/m³","01/12/2018 2:00",1543626301
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"1h","Bona","33 µg/m³","1h","Bona","16 µg/m³","1h","Bona","15 µg/m³","01/12/2018 2:00",1543626301
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","46 µg/m³","1h","Bona","22 µg/m³","01/12/2018 2:00",1543626301
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"1h","Bona","76 µg/m³","1h","Bona","9 µg/m³","1h","Bona","12 µg/m³","01/12/2018 2:00",1543626301
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Bona","16 µg/m³",NA,NA,NA,"01/12/2018 3:00",1543629902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"2h","Bona","15 µg/m³","2h","Bona","40 µg/m³","2h","Bona","27 µg/m³","01/12/2018 3:00",1543629902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","19 µg/m³","2h","Bona","34 µg/m³","2h","Bona","19 µg/m³","01/12/2018 3:00",1543629902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","17 µg/m³","2h","Bona","34 µg/m³",NA,NA,NA,"01/12/2018 3:00",1543629902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","34 µg/m³","2h","Bona","18 µg/m³","2h","Bona","19 µg/m³","01/12/2018 3:00",1543629902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","33 µg/m³","2h","Bona","16 µg/m³","3h","Bona","15 µg/m³","01/12/2018 3:00",1543629902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","41 µg/m³","2h","Bona","21 µg/m³","01/12/2018 3:00",1543629902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","79 µg/m³","2h","Bona","8 µg/m³","2h","Bona","12 µg/m³","01/12/2018 3:00",1543629902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","12 µg/m³",NA,NA,NA,"01/12/2018 4:00",1543633502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"3h","Bona","23 µg/m³","3h","Bona","30 µg/m³","3h","Bona","25 µg/m³","01/12/2018 4:00",1543633502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","23 µg/m³","3h","Bona","32 µg/m³","3h","Bona","19 µg/m³","01/12/2018 4:00",1543633502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","22 µg/m³","3h","Bona","29 µg/m³",NA,NA,NA,"01/12/2018 4:00",1543633502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","41 µg/m³","3h","Bona","12 µg/m³","3h","Bona","19 µg/m³","01/12/2018 4:00",1543633502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","38 µg/m³","3h","Bona","11 µg/m³","3h","Bona","15 µg/m³","01/12/2018 4:00",1543633502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","34 µg/m³","3h","Bona","21 µg/m³","01/12/2018 4:00",1543633502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","84 µg/m³","3h","Bona","6 µg/m³","3h","Bona","12 µg/m³","01/12/2018 4:00",1543633502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","10 µg/m³",NA,NA,NA,"01/12/2018 5:00",1543637101
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","27 µg/m³","4h","Bona","25 µg/m³","4h","Bona","24 µg/m³","01/12/2018 5:00",1543637101
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","18 µg/m³","4h","Bona","39 µg/m³","4h","Bona","19 µg/m³","01/12/2018 5:00",1543637101
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","26 µg/m³","4h","Bona","22 µg/m³",NA,NA,NA,"01/12/2018 5:00",1543637101
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","45 µg/m³","4h","Bona","11 µg/m³","4h","Bona","18 µg/m³","01/12/2018 5:00",1543637101
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","42 µg/m³","4h","Bona","7 µg/m³","4h","Bona","15 µg/m³","01/12/2018 5:00",1543637101
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","19 µg/m³","4h","Bona","20 µg/m³","01/12/2018 5:00",1543637101
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","90 µg/m³","4h","Bona","4 µg/m³","4h","Bona","12 µg/m³","01/12/2018 5:00",1543637101
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","7 µg/m³",NA,NA,NA,"01/12/2018 6:00",1543640702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","29 µg/m³","5h","Bona","27 µg/m³","5h","Bona","23 µg/m³","01/12/2018 6:00",1543640702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","39 µg/m³","5h","Bona","18 µg/m³","5h","Bona","19 µg/m³","01/12/2018 6:00",1543640702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","32 µg/m³","5h","Bona","18 µg/m³",NA,NA,NA,"01/12/2018 6:00",1543640702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","51 µg/m³","5h","Bona","8 µg/m³","5h","Bona","17 µg/m³","01/12/2018 6:00",1543640702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","44 µg/m³","5h","Bona","6 µg/m³","5h","Bona","15 µg/m³","01/12/2018 6:00",1543640702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","13 µg/m³","5h","Bona","18 µg/m³","01/12/2018 6:00",1543640702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","90 µg/m³","5h","Bona","4 µg/m³","5h","Bona","12 µg/m³","01/12/2018 6:00",1543640702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","10 µg/m³",NA,NA,NA,"01/12/2018 7:00",1543644307
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","35 µg/m³","6h","Bona","20 µg/m³","7h","Bona","24 µg/m³","01/12/2018 7:00",1543644307
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","35 µg/m³","6h","Bona","21 µg/m³","7h","Bona","20 µg/m³","01/12/2018 7:00",1543644307
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","33 µg/m³","6h","Bona","16 µg/m³",NA,NA,NA,"01/12/2018 7:00",1543644307
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","50 µg/m³","6h","Bona","8 µg/m³","7h","Bona","17 µg/m³","01/12/2018 7:00",1543644307
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","40 µg/m³","6h","Bona","9 µg/m³","7h","Bona","14 µg/m³","01/12/2018 7:00",1543644307
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","13 µg/m³","7h","Bona","17 µg/m³","01/12/2018 7:00",1543644307
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","92 µg/m³","6h","Bona","3 µg/m³","7h","Bona","12 µg/m³","01/12/2018 7:00",1543644307
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","14 µg/m³",NA,NA,NA,"01/12/2018 8:00",1543647902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","35 µg/m³","7h","Bona","18 µg/m³","7h","Bona","23 µg/m³","01/12/2018 8:00",1543647902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","25 µg/m³","7h","Bona","34 µg/m³","7h","Bona","19 µg/m³","01/12/2018 8:00",1543647902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","15 µg/m³","7h","Bona","29 µg/m³",NA,NA,NA,"01/12/2018 8:00",1543647902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","47 µg/m³","7h","Bona","11 µg/m³","7h","Bona","17 µg/m³","01/12/2018 8:00",1543647902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","Bona","36 µg/m³","7h","Bona","14 µg/m³","7h","Bona","14 µg/m³","01/12/2018 8:00",1543647902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","20 µg/m³","7h","Bona","17 µg/m³","01/12/2018 8:00",1543647902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","92 µg/m³","7h","Bona","3 µg/m³","7h","Bona","12 µg/m³","01/12/2018 8:00",1543647902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","12 µg/m³",NA,NA,NA,"01/12/2018 9:00",1543651502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","31 µg/m³","8h","Bona","22 µg/m³","8h","Bona","23 µg/m³","01/12/2018 9:00",1543651502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","26 µg/m³","8h","Bona","32 µg/m³","8h","Bona","19 µg/m³","01/12/2018 9:00",1543651502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","7 µg/m³","8h","Bona","36 µg/m³",NA,NA,NA,"01/12/2018 9:00",1543651502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","43 µg/m³","8h","Bona","12 µg/m³","8h","Bona","16 µg/m³","01/12/2018 9:00",1543651502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"8h","Bona","42 µg/m³","8h","Bona","8 µg/m³","8h","Bona","14 µg/m³","01/12/2018 9:00",1543651502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","30 µg/m³","8h","Bona","16 µg/m³","01/12/2018 9:00",1543651502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","92 µg/m³","8h","Bona","4 µg/m³","8h","Bona","12 µg/m³","01/12/2018 9:00",1543651502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","15 µg/m³",NA,NA,NA,"01/12/2018 10:00",1543655102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"9h","Bona","19 µg/m³","9h","Bona","36 µg/m³","9h","Bona","22 µg/m³","01/12/2018 10:00",1543655102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","26 µg/m³","9h","Bona","38 µg/m³","9h","Bona","19 µg/m³","01/12/2018 10:00",1543655102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","6 µg/m³","9h","Bona","41 µg/m³",NA,NA,NA,"01/12/2018 10:00",1543655102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","45 µg/m³","9h","Bona","11 µg/m³","9h","Bona","15 µg/m³","01/12/2018 10:00",1543655102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"9h","Bona","39 µg/m³","9h","Bona","12 µg/m³","9h","Bona","14 µg/m³","01/12/2018 10:00",1543655102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","26 µg/m³","9h","Bona","16 µg/m³","01/12/2018 10:00",1543655102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","96 µg/m³","9h","Bona","4 µg/m³","9h","Bona","12 µg/m³","01/12/2018 10:00",1543655102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Bona","17 µg/m³",NA,NA,NA,"01/12/2018 11:00",1543658702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"10h","Bona","20 µg/m³","10h","Bona","38 µg/m³","10h","Bona","22 µg/m³","01/12/2018 11:00",1543658702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","22 µg/m³","10h","Bona","41 µg/m³","10h","Bona","19 µg/m³","01/12/2018 11:00",1543658702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"10h","Bona","17 µg/m³","10h","Bona","34 µg/m³",NA,NA,NA,"01/12/2018 11:00",1543658702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","40 µg/m³","10h","Bona","14 µg/m³","10h","Bona","15 µg/m³","01/12/2018 11:00",1543658702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"10h","Bona","40 µg/m³","10h","Bona","10 µg/m³","10h","Bona","14 µg/m³","01/12/2018 11:00",1543658702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","31 µg/m³","10h","Bona","16 µg/m³","01/12/2018 11:00",1543658702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","99 µg/m³","10h","Bona","4 µg/m³","10h","Bona","12 µg/m³","01/12/2018 11:00",1543658702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"11h","Bona","17 µg/m³",NA,NA,NA,"01/12/2018 12:00",1543662302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"11h","Bona","11 µg/m³","11h","Bona","56 µg/m³","11h","Bona","22 µg/m³","01/12/2018 12:00",1543662302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","10 µg/m³","11h","Bona","67 µg/m³","11h","Bona","19 µg/m³","01/12/2018 12:00",1543662302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","18 µg/m³","11h","Bona","37 µg/m³",NA,NA,NA,"01/12/2018 12:00",1543662302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","44 µg/m³","11h","Bona","13 µg/m³","11h","Bona","15 µg/m³","01/12/2018 12:00",1543662302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"11h","Bona","36 µg/m³","11h","Bona","15 µg/m³","11h","Bona","14 µg/m³","01/12/2018 12:00",1543662302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","39 µg/m³","11h","Bona","16 µg/m³","01/12/2018 12:00",1543662302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","105 µg/m³","11h","Bona","4 µg/m³","11h","Bona","11 µg/m³","01/12/2018 12:00",1543662302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","16 µg/m³",NA,NA,NA,"01/12/2018 13:00",1543665902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"11h","Bona","11 µg/m³","11h","Bona","56 µg/m³","12h","Bona","22 µg/m³","01/12/2018 13:00",1543665902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"12h","Bona","18 µg/m³","12h","Bona","53 µg/m³","12h","Bona","18 µg/m³","01/12/2018 13:00",1543665902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"12h","Bona","19 µg/m³","12h","Bona","43 µg/m³",NA,NA,NA,"01/12/2018 13:00",1543665902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","45 µg/m³","12h","Bona","10 µg/m³","12h","Bona","16 µg/m³","01/12/2018 13:00",1543665902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"12h","Bona","38 µg/m³","12h","Bona","11 µg/m³","12h","Bona","14 µg/m³","01/12/2018 13:00",1543665902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","36 µg/m³","12h","Bona","16 µg/m³","01/12/2018 13:00",1543665902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","101 µg/m³","12h","Bona","6 µg/m³","12h","Bona","11 µg/m³","01/12/2018 13:00",1543665902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","14 µg/m³",NA,NA,NA,"01/12/2018 14:00",1543669502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","--","--","12h","--","--","14h","Bona","18 µg/m³","01/12/2018 14:00",1543669502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"13h","Bona","24 µg/m³","13h","Bona","48 µg/m³","13h","Bona","18 µg/m³","01/12/2018 14:00",1543669502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"13h","Bona","25 µg/m³","13h","Bona","36 µg/m³",NA,NA,NA,"01/12/2018 14:00",1543669502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","46 µg/m³","13h","Bona","11 µg/m³","13h","Bona","15 µg/m³","01/12/2018 14:00",1543669502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"13h","Bona","42 µg/m³","13h","Bona","8 µg/m³","13h","Bona","14 µg/m³","01/12/2018 14:00",1543669502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","25 µg/m³","13h","Bona","16 µg/m³","01/12/2018 14:00",1543669502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","104 µg/m³","13h","Bona","6 µg/m³","13h","Bona","11 µg/m³","01/12/2018 14:00",1543669502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","13 µg/m³",NA,NA,NA,"01/12/2018 15:00",1543673102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","--","--","12h","--","--","14h","Bona","18 µg/m³","01/12/2018 15:00",1543673102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"14h","Bona","28 µg/m³","14h","Bona","40 µg/m³","14h","Bona","18 µg/m³","01/12/2018 15:00",1543673102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"13h","Bona","25 µg/m³","13h","Bona","36 µg/m³",NA,NA,NA,"01/12/2018 15:00",1543673102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"14h","Bona","45 µg/m³","14h","Bona","13 µg/m³","14h","Bona","15 µg/m³","01/12/2018 15:00",1543673102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"14h","Bona","42 µg/m³","14h","Bona","9 µg/m³","14h","Bona","13 µg/m³","01/12/2018 15:00",1543673102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","44 µg/m³","14h","Bona","16 µg/m³","01/12/2018 15:00",1543673102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"14h","Bona","104 µg/m³","14h","Bona","8 µg/m³","14h","Bona","11 µg/m³","01/12/2018 15:00",1543673102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","19 µg/m³",NA,NA,NA,"01/12/2018 16:00",1543676702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","Bona","27 µg/m³","15h","Bona","38 µg/m³","15h","Bona","16 µg/m³","01/12/2018 16:00",1543676702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"15h","Bona","33 µg/m³","15h","Bona","32 µg/m³","15h","Bona","17 µg/m³","01/12/2018 16:00",1543676702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"13h","Bona","25 µg/m³","13h","Bona","36 µg/m³",NA,NA,NA,"01/12/2018 16:00",1543676702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"15h","Bona","41 µg/m³","15h","Bona","18 µg/m³","15h","Bona","14 µg/m³","01/12/2018 16:00",1543676702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"15h","Bona","42 µg/m³","15h","Bona","12 µg/m³","15h","Bona","13 µg/m³","01/12/2018 16:00",1543676702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","24 µg/m³","15h","Bona","16 µg/m³","01/12/2018 16:00",1543676702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"15h","Bona","109 µg/m³","15h","Bona","10 µg/m³","15h","Bona","10 µg/m³","01/12/2018 16:00",1543676702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","18 µg/m³",NA,NA,NA,"01/12/2018 17:00",1543680302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"16h","Bona","31 µg/m³","16h","Bona","31 µg/m³","16h","Bona","16 µg/m³","01/12/2018 17:00",1543680302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","30 µg/m³","16h","Bona","34 µg/m³","16h","Bona","17 µg/m³","01/12/2018 17:00",1543680302
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"14h","--","--","14h","--","--",NA,NA,NA,"01/12/2018 17:00",1543680302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"16h","Bona","42 µg/m³","16h","Bona","16 µg/m³","17h","Bona","14 µg/m³","01/12/2018 17:00",1543680302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"16h","Bona","41 µg/m³","16h","Bona","12 µg/m³","16h","Bona","12 µg/m³","01/12/2018 17:00",1543680302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","24 µg/m³","16h","Bona","16 µg/m³","01/12/2018 17:00",1543680302
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"16h","Regular","113 µg/m³","16h","Bona","10 µg/m³","16h","Bona","10 µg/m³","01/12/2018 17:00",1543680302
