"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","9 µg/m³",NA,NA,NA,"01/11/2018 17:00",1541088303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"16h","Bona","39 µg/m³","16h","Bona","33 µg/m³","17h","Bona","15 µg/m³","01/11/2018 17:00",1541088303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","51 µg/m³","16h","Bona","16 µg/m³",NA,NA,NA,"01/11/2018 17:00",1541088303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"16h","Bona","58 µg/m³","16h","Bona","10 µg/m³",NA,NA,NA,"01/11/2018 17:00",1541088303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"16h","Bona","62 µg/m³","16h","Bona","9 µg/m³",NA,NA,NA,"01/11/2018 17:00",1541088303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"16h","Bona","54 µg/m³","16h","Bona","3 µg/m³","16h","Bona","9 µg/m³","01/11/2018 17:00",1541088303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","14 µg/m³","16h","Bona","9 µg/m³","01/11/2018 17:00",1541088303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"16h","Bona","70 µg/m³","16h","Bona","3 µg/m³","17h","Bona","6 µg/m³","01/11/2018 17:00",1541088303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","14 µg/m³",NA,NA,NA,"01/11/2018 18:00",1541091903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"17h","Bona","38 µg/m³","17h","Bona","37 µg/m³","18h","Bona","14 µg/m³","01/11/2018 18:00",1541091903
