"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","83 µg/m³","0h","Bona","21 µg/m³","1h","Bona","22 µg/m³","01/10/2018 1:00",1538348703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","7 µg/m³","1h","Bona","31 µg/m³","01/10/2018 1:00",1538348703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","103 µg/m³","0h","Bona","8 µg/m³",NA,NA,NA,"01/10/2018 1:00",1538348703
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","Bona","15 µg/m³",NA,NA,NA,"01/10/2018 2:00",1538352303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"1h","Bona","72 µg/m³","1h","Bona","29 µg/m³","2h","Bona","27 µg/m³","01/10/2018 2:00",1538352303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"1h","Bona","80 µg/m³","1h","Bona","19 µg/m³",NA,NA,NA,"01/10/2018 2:00",1538352303
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"0h","--","--","0h","--","--",NA,NA,NA,"01/10/2018 2:00",1538352303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","93 µg/m³","1h","Bona","11 µg/m³","2h","Bona","23 µg/m³","01/10/2018 2:00",1538352303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"1h","Bona","78 µg/m³","1h","Bona","17 µg/m³","1h","Bona","22 µg/m³","01/10/2018 2:00",1538352303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","7 µg/m³","1h","Bona","30 µg/m³","01/10/2018 2:00",1538352303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"1h","Bona","106 µg/m³","1h","Bona","7 µg/m³",NA,NA,NA,"01/10/2018 2:00",1538352303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Bona","19 µg/m³",NA,NA,NA,"01/10/2018 3:00",1538355902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"2h","Bona","76 µg/m³","2h","Bona","27 µg/m³","3h","Bona","27 µg/m³","01/10/2018 3:00",1538355902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","85 µg/m³","2h","Bona","14 µg/m³",NA,NA,NA,"01/10/2018 3:00",1538355902
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"1h","--","--","1h","--","--",NA,NA,NA,"01/10/2018 3:00",1538355902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","77 µg/m³","2h","Bona","16 µg/m³","3h","Bona","22 µg/m³","01/10/2018 3:00",1538355902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","78 µg/m³","2h","Bona","15 µg/m³","3h","Bona","21 µg/m³","01/10/2018 3:00",1538355902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","10 µg/m³","3h","Bona","29 µg/m³","01/10/2018 3:00",1538355902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","104 µg/m³","2h","Bona","8 µg/m³",NA,NA,NA,"01/10/2018 3:00",1538355902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","21 µg/m³",NA,NA,NA,"01/10/2018 4:00",1538359503
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"3h","Bona","68 µg/m³","3h","Bona","26 µg/m³","4h","Bona","26 µg/m³","01/10/2018 4:00",1538359503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","76 µg/m³","3h","Bona","15 µg/m³",NA,NA,NA,"01/10/2018 4:00",1538359503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","72 µg/m³","3h","Bona","11 µg/m³",NA,NA,NA,"01/10/2018 4:00",1538359503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","72 µg/m³","3h","Bona","15 µg/m³","4h","Bona","22 µg/m³","01/10/2018 4:00",1538359503
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","70 µg/m³","3h","Bona","16 µg/m³","4h","Bona","21 µg/m³","01/10/2018 4:00",1538359503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","17 µg/m³","4h","Bona","29 µg/m³","01/10/2018 4:00",1538359503
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","98 µg/m³","3h","Bona","8 µg/m³",NA,NA,NA,"01/10/2018 4:00",1538359503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","16 µg/m³",NA,NA,NA,"01/10/2018 5:00",1538363102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","58 µg/m³","4h","Bona","30 µg/m³","5h","Bona","26 µg/m³","01/10/2018 5:00",1538363102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","70 µg/m³","4h","Bona","19 µg/m³",NA,NA,NA,"01/10/2018 5:00",1538363102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","58 µg/m³","4h","Bona","15 µg/m³",NA,NA,NA,"01/10/2018 5:00",1538363102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","70 µg/m³","4h","Bona","17 µg/m³","5h","Bona","22 µg/m³","01/10/2018 5:00",1538363102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","65 µg/m³","4h","Bona","16 µg/m³","4h","Bona","20 µg/m³","01/10/2018 5:00",1538363102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","22 µg/m³","4h","Bona","28 µg/m³","01/10/2018 5:00",1538363102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","98 µg/m³","4h","Bona","10 µg/m³",NA,NA,NA,"01/10/2018 5:00",1538363102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","18 µg/m³",NA,NA,NA,"01/10/2018 6:00",1538366703
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","56 µg/m³","5h","Bona","28 µg/m³","6h","Bona","25 µg/m³","01/10/2018 6:00",1538366703
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","63 µg/m³","5h","Bona","20 µg/m³",NA,NA,NA,"01/10/2018 6:00",1538366703
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","49 µg/m³","5h","Bona","20 µg/m³",NA,NA,NA,"01/10/2018 6:00",1538366703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","66 µg/m³","5h","Bona","15 µg/m³","6h","Bona","21 µg/m³","01/10/2018 6:00",1538366703
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","61 µg/m³","5h","Bona","22 µg/m³","6h","Bona","20 µg/m³","01/10/2018 6:00",1538366703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","23 µg/m³","6h","Bona","28 µg/m³","01/10/2018 6:00",1538366703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","99 µg/m³","5h","Bona","7 µg/m³",NA,NA,NA,"01/10/2018 6:00",1538366703
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","20 µg/m³",NA,NA,NA,"01/10/2018 7:00",1538370302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","44 µg/m³","6h","Bona","35 µg/m³","6h","Bona","25 µg/m³","01/10/2018 7:00",1538370302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","54 µg/m³","6h","Bona","33 µg/m³",NA,NA,NA,"01/10/2018 7:00",1538370302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","42 µg/m³","6h","Bona","23 µg/m³",NA,NA,NA,"01/10/2018 7:00",1538370302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","52 µg/m³","6h","Bona","28 µg/m³","7h","Bona","21 µg/m³","01/10/2018 7:00",1538370302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","70 µg/m³","6h","Bona","13 µg/m³","7h","Bona","20 µg/m³","01/10/2018 7:00",1538370302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","44 µg/m³","7h","Bona","27 µg/m³","01/10/2018 7:00",1538370302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","97 µg/m³","6h","Bona","8 µg/m³",NA,NA,NA,"01/10/2018 7:00",1538370302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","27 µg/m³",NA,NA,NA,"01/10/2018 8:00",1538373902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","36 µg/m³","7h","Bona","45 µg/m³","8h","Bona","24 µg/m³","01/10/2018 8:00",1538373902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","53 µg/m³","7h","Bona","29 µg/m³",NA,NA,NA,"01/10/2018 8:00",1538373902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","43 µg/m³","7h","Bona","31 µg/m³",NA,NA,NA,"01/10/2018 8:00",1538373902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","47 µg/m³","7h","Bona","31 µg/m³","8h","Bona","21 µg/m³","01/10/2018 8:00",1538373902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","Bona","50 µg/m³","7h","Bona","21 µg/m³","8h","Bona","20 µg/m³","01/10/2018 8:00",1538373902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","52 µg/m³","8h","Bona","27 µg/m³","01/10/2018 8:00",1538373902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","66 µg/m³","7h","Bona","12 µg/m³",NA,NA,NA,"01/10/2018 8:00",1538373902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","27 µg/m³",NA,NA,NA,"01/10/2018 9:00",1538377503
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","24 µg/m³","8h","Bona","58 µg/m³","9h","Bona","23 µg/m³","01/10/2018 9:00",1538377503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","38 µg/m³","8h","Bona","45 µg/m³",NA,NA,NA,"01/10/2018 9:00",1538377503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","41 µg/m³","8h","Bona","37 µg/m³",NA,NA,NA,"01/10/2018 9:00",1538377503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","50 µg/m³","8h","Bona","31 µg/m³","9h","Bona","21 µg/m³","01/10/2018 9:00",1538377503
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"8h","Bona","53 µg/m³","8h","Bona","22 µg/m³","9h","Bona","19 µg/m³","01/10/2018 9:00",1538377503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","46 µg/m³","9h","Bona","27 µg/m³","01/10/2018 9:00",1538377503
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","76 µg/m³","8h","Bona","7 µg/m³",NA,NA,NA,"01/10/2018 9:00",1538377503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","27 µg/m³",NA,NA,NA,"01/10/2018 10:00",1538381102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"9h","Bona","17 µg/m³","9h","Bona","72 µg/m³","9h","Bona","24 µg/m³","01/10/2018 10:00",1538381102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","22 µg/m³","9h","Bona","75 µg/m³",NA,NA,NA,"01/10/2018 10:00",1538381102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","29 µg/m³","9h","Bona","56 µg/m³",NA,NA,NA,"01/10/2018 10:00",1538381102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","48 µg/m³","9h","Bona","37 µg/m³","9h","Bona","21 µg/m³","01/10/2018 10:00",1538381102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"9h","Bona","39 µg/m³","9h","Bona","47 µg/m³","10h","Bona","18 µg/m³","01/10/2018 10:00",1538381102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","54 µg/m³","10h","Bona","27 µg/m³","01/10/2018 10:00",1538381102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","79 µg/m³","9h","Bona","9 µg/m³",NA,NA,NA,"01/10/2018 10:00",1538381102
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","--","--",NA,NA,NA,"01/10/2018 11:00",1538384702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"10h","Bona","21 µg/m³","10h","Bona","71 µg/m³","11h","Bona","23 µg/m³","01/10/2018 11:00",1538384702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","42 µg/m³","10h","Bona","51 µg/m³",NA,NA,NA,"01/10/2018 11:00",1538384702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"10h","Bona","35 µg/m³","10h","Bona","50 µg/m³",NA,NA,NA,"01/10/2018 11:00",1538384702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","59 µg/m³","10h","Bona","29 µg/m³","11h","Bona","21 µg/m³","01/10/2018 11:00",1538384702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"10h","Bona","53 µg/m³","10h","Bona","27 µg/m³","11h","Bona","19 µg/m³","01/10/2018 11:00",1538384702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","45 µg/m³","11h","Bona","27 µg/m³","01/10/2018 11:00",1538384702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","80 µg/m³","10h","Bona","9 µg/m³",NA,NA,NA,"01/10/2018 11:00",1538384702
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","--","--",NA,NA,NA,"01/10/2018 12:00",1538388303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"11h","Bona","32 µg/m³","11h","Bona","82 µg/m³","12h","Bona","23 µg/m³","01/10/2018 12:00",1538388303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","51 µg/m³","11h","Bona","41 µg/m³",NA,NA,NA,"01/10/2018 12:00",1538388303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","51 µg/m³","11h","Bona","33 µg/m³",NA,NA,NA,"01/10/2018 12:00",1538388303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","65 µg/m³","11h","Bona","23 µg/m³","12h","Bona","22 µg/m³","01/10/2018 12:00",1538388303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"11h","Bona","58 µg/m³","11h","Bona","21 µg/m³","12h","Bona","19 µg/m³","01/10/2018 12:00",1538388303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","36 µg/m³","12h","Bona","26 µg/m³","01/10/2018 12:00",1538388303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","80 µg/m³","11h","Bona","8 µg/m³",NA,NA,NA,"01/10/2018 12:00",1538388303
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","--","--",NA,NA,NA,"01/10/2018 13:00",1538391903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","38 µg/m³","12h","Bona","56 µg/m³","12h","Bona","24 µg/m³","01/10/2018 13:00",1538391903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"12h","Bona","66 µg/m³","12h","Bona","31 µg/m³",NA,NA,NA,"01/10/2018 13:00",1538391903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"12h","Bona","60 µg/m³","12h","Bona","27 µg/m³",NA,NA,NA,"01/10/2018 13:00",1538391903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","69 µg/m³","12h","Bona","23 µg/m³","12h","Bona","22 µg/m³","01/10/2018 13:00",1538391903
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"12h","Bona","64 µg/m³","12h","Bona","15 µg/m³","13h","Bona","19 µg/m³","01/10/2018 13:00",1538391903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","25 µg/m³","13h","Bona","26 µg/m³","01/10/2018 13:00",1538391903
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","82 µg/m³","12h","Bona","8 µg/m³",NA,NA,NA,"01/10/2018 13:00",1538391903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","14 µg/m³",NA,NA,NA,"01/10/2018 14:00",1538395502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","57 µg/m³","13h","Bona","47 µg/m³","14h","Bona","25 µg/m³","01/10/2018 14:00",1538395502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"13h","Bona","75 µg/m³","13h","Bona","27 µg/m³",NA,NA,NA,"01/10/2018 14:00",1538395502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"13h","Bona","75 µg/m³","13h","Bona","20 µg/m³",NA,NA,NA,"01/10/2018 14:00",1538395502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","73 µg/m³","13h","Bona","22 µg/m³","14h","Bona","22 µg/m³","01/10/2018 14:00",1538395502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"13h","Bona","68 µg/m³","13h","Bona","16 µg/m³","14h","Bona","20 µg/m³","01/10/2018 14:00",1538395502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","34 µg/m³","14h","Bona","27 µg/m³","01/10/2018 14:00",1538395502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","89 µg/m³","13h","Bona","10 µg/m³",NA,NA,NA,"01/10/2018 14:00",1538395502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","19 µg/m³",NA,NA,NA,"01/10/2018 15:00",1538399102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"14h","Bona","56 µg/m³","14h","Bona","48 µg/m³","15h","Bona","25 µg/m³","01/10/2018 15:00",1538399102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"14h","Bona","64 µg/m³","14h","Bona","41 µg/m³",NA,NA,NA,"01/10/2018 15:00",1538399102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"14h","Bona","61 µg/m³","14h","Bona","38 µg/m³",NA,NA,NA,"01/10/2018 15:00",1538399102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"14h","Bona","87 µg/m³","14h","Bona","15 µg/m³","15h","Bona","22 µg/m³","01/10/2018 15:00",1538399102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"14h","Bona","69 µg/m³","14h","Bona","21 µg/m³","15h","Bona","20 µg/m³","01/10/2018 15:00",1538399102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","34 µg/m³","15h","Bona","28 µg/m³","01/10/2018 15:00",1538399102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","89 µg/m³","13h","Bona","10 µg/m³",NA,NA,NA,"01/10/2018 15:00",1538399102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","21 µg/m³",NA,NA,NA,"01/10/2018 16:00",1538402703
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","Bona","56 µg/m³","15h","Bona","57 µg/m³","15h","Bona","26 µg/m³","01/10/2018 16:00",1538402703
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"15h","Bona","69 µg/m³","15h","Bona","41 µg/m³",NA,NA,NA,"01/10/2018 16:00",1538402703
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"15h","Bona","64 µg/m³","15h","Bona","38 µg/m³",NA,NA,NA,"01/10/2018 16:00",1538402703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"15h","Bona","87 µg/m³","15h","Bona","23 µg/m³","15h","Bona","22 µg/m³","01/10/2018 16:00",1538402703
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"15h","Bona","80 µg/m³","15h","Bona","20 µg/m³","15h","Bona","20 µg/m³","01/10/2018 16:00",1538402703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","33 µg/m³","15h","Bona","29 µg/m³","01/10/2018 16:00",1538402703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"15h","Bona","96 µg/m³","15h","Bona","15 µg/m³",NA,NA,NA,"01/10/2018 16:00",1538402703
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","21 µg/m³",NA,NA,NA,"01/10/2018 17:00",1538406303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"16h","Bona","64 µg/m³","16h","Bona","59 µg/m³","17h","Bona","26 µg/m³","01/10/2018 17:00",1538406303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","76 µg/m³","16h","Bona","41 µg/m³",NA,NA,NA,"01/10/2018 17:00",1538406303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"16h","Bona","64 µg/m³","16h","Bona","41 µg/m³",NA,NA,NA,"01/10/2018 17:00",1538406303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"16h","Bona","104 µg/m³","16h","Bona","15 µg/m³","17h","Bona","23 µg/m³","01/10/2018 17:00",1538406303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"16h","Bona","90 µg/m³","16h","Bona","16 µg/m³","17h","Bona","21 µg/m³","01/10/2018 17:00",1538406303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","30 µg/m³","17h","Bona","30 µg/m³","01/10/2018 17:00",1538406303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"15h","Bona","96 µg/m³","15h","Bona","15 µg/m³",NA,NA,NA,"01/10/2018 17:00",1538406303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","22 µg/m³",NA,NA,NA,"01/10/2018 18:00",1538409904
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"17h","Bona","55 µg/m³","17h","Bona","62 µg/m³","18h","Bona","27 µg/m³","01/10/2018 18:00",1538409904
