"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 2:00",1533081902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","55 µg/m³","1h","Bona","32 µg/m³","01/08/2018 2:00",1533081902
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"1h","Regular","113 µg/m³","1h","Bona","9 µg/m³",NA,NA,NA,"01/08/2018 2:00",1533081902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Bona","56 µg/m³",NA,NA,NA,"01/08/2018 3:00",1533085505
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"2h","Bona","7 µg/m³","2h","Bona","69 µg/m³","3h","Regular","40 µg/m³","01/08/2018 3:00",1533085505
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"2h","Bona","2 µg/m³","2h","Bona","82 µg/m³","3h","Regular","37 µg/m³","01/08/2018 3:00",1533085505
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","11 µg/m³","2h","Bona","55 µg/m³",NA,NA,NA,"01/08/2018 3:00",1533085505
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","44 µg/m³","2h","Bona","37 µg/m³","3h","Bona","24 µg/m³","01/08/2018 3:00",1533085505
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 3:00",1533085505
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","53 µg/m³","3h","Bona","33 µg/m³","01/08/2018 3:00",1533085505
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","110 µg/m³","2h","Bona","8 µg/m³",NA,NA,NA,"01/08/2018 3:00",1533085505
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","67 µg/m³",NA,NA,NA,"01/08/2018 4:00",1533089103
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"3h","Bona","1 µg/m³","3h","Bona","74 µg/m³","4h","Regular","41 µg/m³","01/08/2018 4:00",1533089103
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"3h","Bona","9 µg/m³","3h","Bona","72 µg/m³","4h","Regular","37 µg/m³","01/08/2018 4:00",1533089103
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","12 µg/m³","3h","Bona","59 µg/m³",NA,NA,NA,"01/08/2018 4:00",1533089103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","48 µg/m³","3h","Bona","30 µg/m³","4h","Bona","25 µg/m³","01/08/2018 4:00",1533089103
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 4:00",1533089103
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","52 µg/m³","4h","Bona","33 µg/m³","01/08/2018 4:00",1533089103
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"3h","Regular","116 µg/m³","3h","Bona","5 µg/m³",NA,NA,NA,"01/08/2018 4:00",1533089103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","59 µg/m³",NA,NA,NA,"01/08/2018 5:00",1533092705
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"4h","Bona","1 µg/m³","4h","Bona","69 µg/m³","5h","Regular","41 µg/m³","01/08/2018 5:00",1533092705
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"4h","Bona","5 µg/m³","4h","Bona","74 µg/m³","5h","Regular","37 µg/m³","01/08/2018 5:00",1533092705
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","10 µg/m³","4h","Bona","54 µg/m³",NA,NA,NA,"01/08/2018 5:00",1533092705
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","31 µg/m³","4h","Bona","46 µg/m³","5h","Bona","26 µg/m³","01/08/2018 5:00",1533092705
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 5:00",1533092705
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","48 µg/m³","4h","Bona","33 µg/m³","01/08/2018 5:00",1533092705
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","109 µg/m³","4h","Bona","7 µg/m³",NA,NA,NA,"01/08/2018 5:00",1533092705
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","66 µg/m³",NA,NA,NA,"01/08/2018 6:00",1533096303
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"5h","Bona","1 µg/m³","5h","Bona","69 µg/m³","6h","Regular","42 µg/m³","01/08/2018 6:00",1533096303
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"5h","Bona","26 µg/m³","5h","Bona","50 µg/m³","6h","Regular","37 µg/m³","01/08/2018 6:00",1533096303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","8 µg/m³","5h","Bona","49 µg/m³",NA,NA,NA,"01/08/2018 6:00",1533096303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","32 µg/m³","5h","Bona","46 µg/m³","6h","Bona","26 µg/m³","01/08/2018 6:00",1533096303
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 6:00",1533096303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","54 µg/m³","6h","Bona","34 µg/m³","01/08/2018 6:00",1533096303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","105 µg/m³","5h","Bona","7 µg/m³",NA,NA,NA,"01/08/2018 6:00",1533096303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","65 µg/m³",NA,NA,NA,"01/08/2018 7:00",1533099903
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"6h","Bona","28 µg/m³","6h","Bona","41 µg/m³","7h","Regular","42 µg/m³","01/08/2018 7:00",1533099903
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"6h","Bona","40 µg/m³","6h","Bona","39 µg/m³","7h","Regular","37 µg/m³","01/08/2018 7:00",1533099903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","9 µg/m³","6h","Bona","38 µg/m³",NA,NA,NA,"01/08/2018 7:00",1533099903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","50 µg/m³","6h","Bona","25 µg/m³","7h","Bona","26 µg/m³","01/08/2018 7:00",1533099903
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 7:00",1533099903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","58 µg/m³","7h","Bona","34 µg/m³","01/08/2018 7:00",1533099903
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"6h","Regular","113 µg/m³","6h","Bona","3 µg/m³",NA,NA,NA,"01/08/2018 7:00",1533099903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","58 µg/m³",NA,NA,NA,"01/08/2018 8:00",1533103503
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"7h","Bona","9 µg/m³","7h","Bona","83 µg/m³","8h","Regular","41 µg/m³","01/08/2018 8:00",1533103503
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"7h","Bona","23 µg/m³","7h","Bona","69 µg/m³","8h","Regular","37 µg/m³","01/08/2018 8:00",1533103503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","9 µg/m³","7h","Bona","34 µg/m³",NA,NA,NA,"01/08/2018 8:00",1533103503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","31 µg/m³","7h","Bona","63 µg/m³","8h","Bona","26 µg/m³","01/08/2018 8:00",1533103503
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 8:00",1533103503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","63 µg/m³","7h","Bona","34 µg/m³","01/08/2018 8:00",1533103503
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"7h","Regular","114 µg/m³","7h","Bona","5 µg/m³",NA,NA,NA,"01/08/2018 8:00",1533103503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","73 µg/m³",NA,NA,NA,"01/08/2018 9:00",1533107103
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"8h","Bona","2 µg/m³","8h","Bona","90 µg/m³","9h","Regular","41 µg/m³","01/08/2018 9:00",1533107103
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","14 µg/m³","8h","Bona","86 µg/m³","9h","Bona","36 µg/m³","01/08/2018 9:00",1533107103
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","3 µg/m³","8h","Bona","53 µg/m³",NA,NA,NA,"01/08/2018 9:00",1533107103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","13 µg/m³","8h","Bona","89 µg/m³","9h","Bona","26 µg/m³","01/08/2018 9:00",1533107103
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 9:00",1533107103
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","71 µg/m³","9h","Bona","34 µg/m³","01/08/2018 9:00",1533107103
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","97 µg/m³","8h","Bona","20 µg/m³",NA,NA,NA,"01/08/2018 9:00",1533107103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","84 µg/m³",NA,NA,NA,"01/08/2018 10:00",1533110702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"9h","Bona","16 µg/m³","9h","Regular","108 µg/m³","9h","Regular","41 µg/m³","01/08/2018 10:00",1533110702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","28 µg/m³","9h","Bona","86 µg/m³","10h","Bona","36 µg/m³","01/08/2018 10:00",1533110702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","6 µg/m³","9h","Bona","80 µg/m³",NA,NA,NA,"01/08/2018 10:00",1533110702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","37 µg/m³","9h","Bona","45 µg/m³","10h","Bona","27 µg/m³","01/08/2018 10:00",1533110702
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 10:00",1533110702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","75 µg/m³","10h","Bona","33 µg/m³","01/08/2018 10:00",1533110702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","108 µg/m³","9h","Bona","3 µg/m³",NA,NA,NA,"01/08/2018 10:00",1533110702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Bona","85 µg/m³",NA,NA,NA,"01/08/2018 11:00",1533114305
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"10h","Bona","22 µg/m³","10h","Regular","120 µg/m³","11h","Bona","34 µg/m³","01/08/2018 11:00",1533114305
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","48 µg/m³","10h","Bona","87 µg/m³","11h","Bona","36 µg/m³","01/08/2018 11:00",1533114305
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","6 µg/m³","9h","Bona","80 µg/m³",NA,NA,NA,"01/08/2018 11:00",1533114305
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","59 µg/m³","10h","Bona","35 µg/m³","11h","Bona","27 µg/m³","01/08/2018 11:00",1533114305
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 11:00",1533114305
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","77 µg/m³","11h","Bona","34 µg/m³","01/08/2018 11:00",1533114305
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","99 µg/m³","10h","Bona","21 µg/m³",NA,NA,NA,"01/08/2018 11:00",1533114305
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"11h","Bona","74 µg/m³",NA,NA,NA,"01/08/2018 12:00",1533117903
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"10h","Bona","22 µg/m³","10h","Regular","120 µg/m³","12h","Bona","33 µg/m³","01/08/2018 12:00",1533117903
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"11h","Bona","30 µg/m³","11h","Regular","124 µg/m³","12h","Bona","36 µg/m³","01/08/2018 12:00",1533117903
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"10h","--","--","10h","--","--",NA,NA,NA,"01/08/2018 12:00",1533117903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","83 µg/m³","11h","Bona","30 µg/m³","12h","Bona","27 µg/m³","01/08/2018 12:00",1533117903
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 12:00",1533117903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","57 µg/m³","12h","Bona","35 µg/m³","01/08/2018 12:00",1533117903
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","99 µg/m³","10h","Bona","21 µg/m³",NA,NA,NA,"01/08/2018 12:00",1533117903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","49 µg/m³",NA,NA,NA,"01/08/2018 13:00",1533121503
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"10h","Bona","22 µg/m³","10h","Regular","120 µg/m³","12h","Bona","33 µg/m³","01/08/2018 13:00",1533121503
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"12h","Bona","59 µg/m³","12h","Regular","115 µg/m³","12h","Regular","37 µg/m³","01/08/2018 13:00",1533121503
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"10h","--","--","10h","--","--",NA,NA,NA,"01/08/2018 13:00",1533121503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","73 µg/m³","12h","Bona","78 µg/m³","12h","Bona","27 µg/m³","01/08/2018 13:00",1533121503
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 13:00",1533121503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","50 µg/m³","13h","Bona","34 µg/m³","01/08/2018 13:00",1533121503
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"12h","Regular","120 µg/m³","12h","Bona","44 µg/m³",NA,NA,NA,"01/08/2018 13:00",1533121503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","37 µg/m³",NA,NA,NA,"01/08/2018 14:00",1533125103
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","--","--","12h","--","--","14h","Bona","33 µg/m³","01/08/2018 14:00",1533125103
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"13h","Bona","70 µg/m³","13h","Regular","95 µg/m³","14h","Regular","37 µg/m³","01/08/2018 14:00",1533125103
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"12h","--","--","12h","--","--",NA,NA,NA,"01/08/2018 14:00",1533125103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","109 µg/m³","13h","Bona","43 µg/m³","14h","Bona","28 µg/m³","01/08/2018 14:00",1533125103
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 14:00",1533125103
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","71 µg/m³","14h","Bona","35 µg/m³","01/08/2018 14:00",1533125103
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"13h","Regular","140 µg/m³","13h","Bona","25 µg/m³",NA,NA,NA,"01/08/2018 14:00",1533125103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","24 µg/m³",NA,NA,NA,"01/08/2018 15:00",1533128705
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","--","--","13h","--","--","15h","Bona","33 µg/m³","01/08/2018 15:00",1533128705
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"14h","Bona","92 µg/m³","14h","Bona","63 µg/m³","15h","Regular","39 µg/m³","01/08/2018 15:00",1533128705
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"13h","--","--","13h","--","--",NA,NA,NA,"01/08/2018 15:00",1533128705
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"14h","Regular","125 µg/m³","14h","Bona","18 µg/m³","15h","Bona","28 µg/m³","01/08/2018 15:00",1533128705
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 15:00",1533128705
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","35 µg/m³","15h","Bona","36 µg/m³","01/08/2018 15:00",1533128705
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"14h","Regular","133 µg/m³","14h","Bona","18 µg/m³",NA,NA,NA,"01/08/2018 15:00",1533128705
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","22 µg/m³",NA,NA,NA,"01/08/2018 16:00",1533132302
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"15h","Bona","78 µg/m³","15h","Bona","71 µg/m³","15h","Regular","37 µg/m³","01/08/2018 16:00",1533132302
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"15h","Bona","99 µg/m³","15h","Bona","47 µg/m³","15h","Regular","39 µg/m³","01/08/2018 16:00",1533132302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"15h","Bona","53 µg/m³","15h","Bona","91 µg/m³",NA,NA,NA,"01/08/2018 16:00",1533132302
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"15h","Regular","129 µg/m³","15h","Bona","13 µg/m³","15h","Bona","28 µg/m³","01/08/2018 16:00",1533132302
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 16:00",1533132302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","31 µg/m³","16h","Bona","36 µg/m³","01/08/2018 16:00",1533132302
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"15h","Regular","135 µg/m³","15h","Bona","14 µg/m³",NA,NA,NA,"01/08/2018 16:00",1533132302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","18 µg/m³",NA,NA,NA,"01/08/2018 17:00",1533135905
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"16h","Bona","76 µg/m³","16h","Bona","67 µg/m³","17h","Regular","37 µg/m³","01/08/2018 17:00",1533135905
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"16h","Bona","99 µg/m³","16h","Bona","45 µg/m³","17h","Regular","39 µg/m³","01/08/2018 17:00",1533135905
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"16h","Bona","36 µg/m³","16h","Regular","102 µg/m³",NA,NA,NA,"01/08/2018 17:00",1533135905
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"16h","Regular","126 µg/m³","16h","Bona","13 µg/m³","17h","Bona","28 µg/m³","01/08/2018 17:00",1533135905
"Barcelona - Palau Reial","--","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/2018 17:00",1533135905
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","35 µg/m³","17h","Regular","37 µg/m³","01/08/2018 17:00",1533135905
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"16h","Regular","133 µg/m³","16h","Bona","11 µg/m³",NA,NA,NA,"01/08/2018 17:00",1533135905
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","19 µg/m³",NA,NA,NA,"01/08/2018 18:00",1533139503
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"17h","Bona","76 µg/m³","17h","Bona","64 µg/m³","18h","Regular","37 µg/m³","01/08/2018 18:00",1533139503
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"17h","Bona","98 µg/m³","17h","Bona","45 µg/m³","18h","Regular","39 µg/m³","01/08/2018 18:00",1533139503
"Barcelona - Ciutadella","Regular","IL","01","08019050",2.1874,41.3864,"17h","Bona","25 µg/m³","17h","Regular","109 µg/m³",NA,NA,NA,"01/08/2018 18:00",1533139503
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"17h","Regular","126 µg/m³","17h","Bona","13 µg/m³","18h","Bona","28 µg/m³","01/08/2018 18:00",1533139503
