"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","40 µg/m³","3h","Bona","41 µg/m³",NA,NA,NA,"01/09/2018 4:00",1535767502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","38 µg/m³","3h","Bona","16 µg/m³",NA,NA,NA,"01/09/2018 4:00",1535767502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","42 µg/m³","3h","Bona","26 µg/m³","4h","Bona","17 µg/m³","01/09/2018 4:00",1535767502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","--","--","3h","Bona","20 µg/m³","4h","Bona","17 µg/m³","01/09/2018 4:00",1535767502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","35 µg/m³","4h","Bona","17 µg/m³","01/09/2018 4:00",1535767502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","86 µg/m³","3h","Bona","8 µg/m³",NA,NA,NA,"01/09/2018 4:00",1535767502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","36 µg/m³",NA,NA,NA,"01/09/2018 5:00",1535771102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","37 µg/m³","4h","Bona","36 µg/m³","4h","Bona","24 µg/m³","01/09/2018 5:00",1535771102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","26 µg/m³","4h","Bona","49 µg/m³",NA,NA,NA,"01/09/2018 5:00",1535771102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","31 µg/m³","4h","Bona","24 µg/m³",NA,NA,NA,"01/09/2018 5:00",1535771102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","49 µg/m³","4h","Bona","19 µg/m³","4h","Bona","17 µg/m³","01/09/2018 5:00",1535771102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","--","--","4h","Bona","35 µg/m³","5h","Bona","17 µg/m³","01/09/2018 5:00",1535771102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","39 µg/m³","5h","Bona","17 µg/m³","01/09/2018 5:00",1535771102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","85 µg/m³","4h","Bona","7 µg/m³",NA,NA,NA,"01/09/2018 5:00",1535771102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","31 µg/m³",NA,NA,NA,"01/09/2018 6:00",1535774703
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","18 µg/m³","5h","Bona","54 µg/m³","6h","Bona","24 µg/m³","01/09/2018 6:00",1535774703
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","41 µg/m³","5h","Bona","31 µg/m³",NA,NA,NA,"01/09/2018 6:00",1535774703
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","31 µg/m³","5h","Bona","29 µg/m³",NA,NA,NA,"01/09/2018 6:00",1535774703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","56 µg/m³","5h","Bona","15 µg/m³","6h","Bona","16 µg/m³","01/09/2018 6:00",1535774703
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","--","--","5h","Bona","23 µg/m³","6h","Bona","17 µg/m³","01/09/2018 6:00",1535774703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","36 µg/m³","6h","Bona","17 µg/m³","01/09/2018 6:00",1535774703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","98 µg/m³","5h","Bona","1 µg/m³",NA,NA,NA,"01/09/2018 6:00",1535774703
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","26 µg/m³",NA,NA,NA,"01/09/2018 7:00",1535778303
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","30 µg/m³","6h","Bona","40 µg/m³","7h","Bona","24 µg/m³","01/09/2018 7:00",1535778303
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","40 µg/m³","6h","Bona","31 µg/m³",NA,NA,NA,"01/09/2018 7:00",1535778303
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","19 µg/m³","6h","Bona","33 µg/m³",NA,NA,NA,"01/09/2018 7:00",1535778303
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","52 µg/m³","6h","Bona","14 µg/m³","7h","Bona","16 µg/m³","01/09/2018 7:00",1535778303
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","--","--","6h","Bona","13 µg/m³","7h","Bona","17 µg/m³","01/09/2018 7:00",1535778303
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"6h","Bona","35 µg/m³","7h","Bona","17 µg/m³","01/09/2018 7:00",1535778303
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","97 µg/m³","6h","Bona","1 µg/m³",NA,NA,NA,"01/09/2018 7:00",1535778303
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","31 µg/m³",NA,NA,NA,"01/09/2018 8:00",1535781902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","27 µg/m³","7h","Bona","46 µg/m³","7h","Bona","24 µg/m³","01/09/2018 8:00",1535781902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","40 µg/m³","7h","Bona","32 µg/m³",NA,NA,NA,"01/09/2018 8:00",1535781902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"7h","Bona","17 µg/m³","7h","Bona","31 µg/m³",NA,NA,NA,"01/09/2018 8:00",1535781902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","37 µg/m³","7h","Bona","24 µg/m³","7h","Bona","16 µg/m³","01/09/2018 8:00",1535781902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","--","--","7h","Bona","22 µg/m³","8h","Bona","17 µg/m³","01/09/2018 8:00",1535781902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","45 µg/m³","8h","Bona","17 µg/m³","01/09/2018 8:00",1535781902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","87 µg/m³","7h","Bona","5 µg/m³",NA,NA,NA,"01/09/2018 8:00",1535781902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","29 µg/m³",NA,NA,NA,"01/09/2018 9:00",1535785502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","15 µg/m³","8h","Bona","47 µg/m³","9h","Bona","24 µg/m³","01/09/2018 9:00",1535785502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","28 µg/m³","8h","Bona","40 µg/m³",NA,NA,NA,"01/09/2018 9:00",1535785502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","12 µg/m³","8h","Bona","33 µg/m³",NA,NA,NA,"01/09/2018 9:00",1535785502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","26 µg/m³","8h","Bona","35 µg/m³","9h","Bona","16 µg/m³","01/09/2018 9:00",1535785502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"7h","--","--","8h","Bona","30 µg/m³","9h","Bona","17 µg/m³","01/09/2018 9:00",1535785502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","55 µg/m³","9h","Bona","17 µg/m³","01/09/2018 9:00",1535785502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","76 µg/m³","8h","Bona","10 µg/m³",NA,NA,NA,"01/09/2018 9:00",1535785502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","31 µg/m³",NA,NA,NA,"01/09/2018 10:00",1535789103
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"9h","Bona","21 µg/m³","9h","Bona","52 µg/m³","10h","Bona","24 µg/m³","01/09/2018 10:00",1535789103
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","27 µg/m³","9h","Bona","46 µg/m³",NA,NA,NA,"01/09/2018 10:00",1535789103
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","7 µg/m³","9h","Bona","41 µg/m³",NA,NA,NA,"01/09/2018 10:00",1535789103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","31 µg/m³","9h","Bona","31 µg/m³","10h","Bona","16 µg/m³","01/09/2018 10:00",1535789103
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"9h","Bona","39 µg/m³","10h","Bona","17 µg/m³","01/09/2018 10:00",1535789103
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","53 µg/m³","10h","Bona","17 µg/m³","01/09/2018 10:00",1535789103
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","76 µg/m³","9h","Bona","11 µg/m³",NA,NA,NA,"01/09/2018 10:00",1535789103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Bona","35 µg/m³",NA,NA,NA,"01/09/2018 11:00",1535792702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"10h","Bona","27 µg/m³","10h","Bona","52 µg/m³","10h","Bona","24 µg/m³","01/09/2018 11:00",1535792702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","39 µg/m³","10h","Bona","46 µg/m³",NA,NA,NA,"01/09/2018 11:00",1535792702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"10h","Bona","24 µg/m³","10h","Bona","35 µg/m³",NA,NA,NA,"01/09/2018 11:00",1535792702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","33 µg/m³","10h","Bona","33 µg/m³","10h","Bona","16 µg/m³","01/09/2018 11:00",1535792702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"10h","Bona","27 µg/m³","10h","Bona","17 µg/m³","01/09/2018 11:00",1535792702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","43 µg/m³","10h","Bona","17 µg/m³","01/09/2018 11:00",1535792702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","68 µg/m³","10h","Bona","15 µg/m³",NA,NA,NA,"01/09/2018 11:00",1535792702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"11h","Bona","28 µg/m³",NA,NA,NA,"01/09/2018 12:00",1535796302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"11h","Bona","53 µg/m³","11h","Bona","36 µg/m³","12h","Bona","24 µg/m³","01/09/2018 12:00",1535796302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","62 µg/m³","11h","Bona","52 µg/m³",NA,NA,NA,"01/09/2018 12:00",1535796302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","65 µg/m³","11h","Bona","8 µg/m³",NA,NA,NA,"01/09/2018 12:00",1535796302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","69 µg/m³","11h","Bona","12 µg/m³","12h","Bona","16 µg/m³","01/09/2018 12:00",1535796302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"11h","Bona","15 µg/m³","12h","Bona","17 µg/m³","01/09/2018 12:00",1535796302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","13 µg/m³","12h","Bona","17 µg/m³","01/09/2018 12:00",1535796302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","69 µg/m³","11h","Bona","9 µg/m³",NA,NA,NA,"01/09/2018 12:00",1535796302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","22 µg/m³",NA,NA,NA,"01/09/2018 13:00",1535799903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","37 µg/m³","12h","Bona","44 µg/m³","13h","Bona","24 µg/m³","01/09/2018 13:00",1535799903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","62 µg/m³","11h","Bona","52 µg/m³",NA,NA,NA,"01/09/2018 13:00",1535799903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"12h","Bona","54 µg/m³","12h","Bona","5 µg/m³",NA,NA,NA,"01/09/2018 13:00",1535799903
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","66 µg/m³","12h","Bona","13 µg/m³","13h","Bona","15 µg/m³","01/09/2018 13:00",1535799903
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"12h","Bona","14 µg/m³","13h","Bona","17 µg/m³","01/09/2018 13:00",1535799903
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","18 µg/m³","13h","Bona","16 µg/m³","01/09/2018 13:00",1535799903
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","69 µg/m³","12h","Bona","6 µg/m³",NA,NA,NA,"01/09/2018 13:00",1535799903
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","27 µg/m³",NA,NA,NA,"01/09/2018 14:00",1535803503
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","37 µg/m³","12h","Bona","44 µg/m³","14h","Bona","24 µg/m³","01/09/2018 14:00",1535803503
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","62 µg/m³","11h","Bona","52 µg/m³",NA,NA,NA,"01/09/2018 14:00",1535803503
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"13h","Bona","49 µg/m³","13h","Bona","8 µg/m³",NA,NA,NA,"01/09/2018 14:00",1535803503
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","64 µg/m³","13h","Bona","13 µg/m³","13h","Bona","15 µg/m³","01/09/2018 14:00",1535803503
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"13h","Bona","24 µg/m³","13h","Bona","17 µg/m³","01/09/2018 14:00",1535803503
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","20 µg/m³","13h","Bona","16 µg/m³","01/09/2018 14:00",1535803503
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","69 µg/m³","12h","Bona","6 µg/m³",NA,NA,NA,"01/09/2018 14:00",1535803503
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","26 µg/m³",NA,NA,NA,"01/09/2018 15:00",1535807103
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","--","--","13h","--","--","15h","Bona","24 µg/m³","01/09/2018 15:00",1535807103
"Barcelona - Gràcia","--","IJ","01","08019044",2.1534,41.3987,"13h","--","--","13h","--","--",NA,NA,NA,"01/09/2018 15:00",1535807103
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"14h","Bona","48 µg/m³","14h","Bona","15 µg/m³",NA,NA,NA,"01/09/2018 15:00",1535807103
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"14h","Bona","66 µg/m³","14h","Bona","10 µg/m³","15h","Bona","14 µg/m³","01/09/2018 15:00",1535807103
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"13h","Bona","24 µg/m³","15h","Bona","17 µg/m³","01/09/2018 15:00",1535807103
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","17 µg/m³","15h","Bona","16 µg/m³","01/09/2018 15:00",1535807103
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"14h","Bona","68 µg/m³","14h","Bona","6 µg/m³",NA,NA,NA,"01/09/2018 15:00",1535807103
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","24 µg/m³",NA,NA,NA,"01/09/2018 16:00",1535810703
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"14h","--","--","14h","--","--","16h","Bona","23 µg/m³","01/09/2018 16:00",1535810703
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"15h","Bona","58 µg/m³","15h","Bona","28 µg/m³",NA,NA,NA,"01/09/2018 16:00",1535810703
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"15h","Bona","73 µg/m³","15h","Bona","3 µg/m³",NA,NA,NA,"01/09/2018 16:00",1535810703
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"15h","Bona","74 µg/m³","15h","Bona","8 µg/m³","16h","Bona","14 µg/m³","01/09/2018 16:00",1535810703
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"15h","Bona","14 µg/m³","16h","Bona","16 µg/m³","01/09/2018 16:00",1535810703
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","13 µg/m³","16h","Bona","16 µg/m³","01/09/2018 16:00",1535810703
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"14h","Bona","68 µg/m³","14h","Bona","6 µg/m³",NA,NA,NA,"01/09/2018 16:00",1535810703
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","18 µg/m³",NA,NA,NA,"01/09/2018 17:00",1535814302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","--","--","15h","--","--","17h","Bona","23 µg/m³","01/09/2018 17:00",1535814302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","62 µg/m³","16h","Bona","26 µg/m³",NA,NA,NA,"01/09/2018 17:00",1535814302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"16h","Bona","80 µg/m³","16h","Bona","2 µg/m³",NA,NA,NA,"01/09/2018 17:00",1535814302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"16h","Bona","80 µg/m³","16h","Bona","9 µg/m³","17h","Bona","14 µg/m³","01/09/2018 17:00",1535814302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,NA,NA,NA,"16h","Bona","12 µg/m³","16h","Bona","16 µg/m³","01/09/2018 17:00",1535814302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","12 µg/m³","16h","Bona","16 µg/m³","01/09/2018 17:00",1535814302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"16h","Bona","80 µg/m³","16h","Bona","5 µg/m³",NA,NA,NA,"01/09/2018 17:00",1535814302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","18 µg/m³",NA,NA,NA,"01/09/2018 18:00",1535817903
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"16h","--","--","16h","--","--","18h","Bona","23 µg/m³","01/09/2018 18:00",1535817903
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"17h","Bona","67 µg/m³","17h","Bona","23 µg/m³",NA,NA,NA,"01/09/2018 18:00",1535817903
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"17h","Bona","79 µg/m³","17h","Bona","4 µg/m³",NA,NA,NA,"01/09/2018 18:00",1535817903
